links	description_jp	description	name_jp	name	coordinates	type	type
https://youtu.be/XGiH2xqoemo?t=1725	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	月ト葉	Moon and leaves (月ト葉)	35.52276183014211, 138.7447106710477	shop	shop
https://youtu.be/XGiH2xqoemo?t=1633	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	大石公園	Oishi Park	35.52293890956782, 138.74575286728228	attraction	attraction
https://youtu.be/XGiH2xqoemo?t=1478	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	ニューあかいけ	Shojiko Restaurant New Akaike	35.48528765604441, 138.6186916371446	restaurant	restaurant
https://youtu.be/XGiH2xqoemo?t=1120	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	あのベンチ 精進湖 他手合浜	The bench at Shojin Lake (他手合浜)	35.49091119597649, 138.60458513793805	attraction	attraction
https://youtu.be/XGiH2xqoemo?t=861	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	精進マウントホテル	Shoji Mount Hotel	35.49205412963514, 138.60352771246244	hotel	hotel
https://youtu.be/XGiH2xqoemo?t=609	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	もんぶらん（富士吉田）	Cafe Mont Blanc, Fujiyoshida	35.487412889973044, 138.80559414032538	cafe	cafe
https://youtu.be/XGiH2xqoemo?t=492	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	月江寺駅	Gekkoiji Station	35.49323883552274, 138.79807057562516	station	station
https://youtu.be/XGiH2xqoemo?t=349	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	富士山駅	Fujisan Station	35.4835612216802, 138.79568627648538	station	station
https://x.com/akaihaato/status/1921221134671880210	街中で見る富士山は圧巻でした。	Seeing Mount Fuji from the city was breathtaking.	富士吉田市	Fujiyoshida City	35.48972589381305, 138.8029698018207	scenery	others
https://x.com/akaihaato/status/1921030118325043245	2種類のカレーを交互に食べた！🍛 まぜこぜで不思議な食感が楽しかった。	I ate two kinds of curry alternately! 🍛 Mixing them together created a strange but fun texture.	四万温泉柏屋カフェ	Kashiwaya Cafe, Shima Onsen	36.683923627532494, 138.77631802249496	cafe	cafe
https://x.com/akaihaato/status/1921030094253965450	カレー美味しかった！🍛	The curry was delicious!🍛	四万温泉柏屋カフェ	Kashiwaya Cafe, Shima Onsen	36.683923627532494, 138.77631802249496	cafe	cafe
https://x.com/akaihaato/status/1920753255304298811	ひょっこりたんぽぽが咲いてた。	A dandelion had quietly popped into bloom.	四万温泉柏屋旅館	Kashiwaya Ryokan, Shima Onsen	36.67484528975638, 138.7850288351798	hotel	hotel
https://x.com/akaihaato/status/1920753025150333152	ノスタルジックな群馬	Nostalgic Gunma	四万温泉柏屋旅館	Kashiwaya Ryokan, Shima Onsen	36.67484528975638, 138.7850288351798	hotel	hotel
https://x.com/akaihaato/status/1920072676359758141	目の前に階段あって吸い込まれそう	There were stairs right in front of me, felt like I might get pulled in.	権現沢バス停	Gongenzawa bus stop (権現沢バス停)	36.67794237529809, 138.7834992337878	scenery	others
https://x.com/akaihaato/status/1920072507723338102	人影なさすぎて不安になるバス停🚏	An eerily empty bus stop that made me feel uneasy 🚏	権現沢バス停	Gongenzawa bus stop (権現沢バス停)	36.67794237529809, 138.7834992337878	scenery	others
https://x.com/akaihaato/status/1919414411120238997	誰か、いる…？	Is someone... there?	四万温泉 積善館	Sekizenkan, Shima Onsen	36.68638363271653, 138.77378348773917	hotel	hotel
https://x.com/akaihaato/status/1919021789604123016	森の図書室きた！📖✨	I arrived at Cafe Mori no Tosyo Shitsu! 📖✨	森の図書室	Cafe Mori no Tosyo Shitsu	35.65983709799766, 139.69955961179636	cafe	cafe
https://x.com/akaihaato/status/1918834478597705873	将来は、森の中でカフェを営みたいなぁ。	Someday, I'd love to run a cafe deep in the woods.	四万温泉柏屋カフェ	Kashiwaya Cafe, Shima Onsen	36.683923627532494, 138.77631802249496	cafe	cafe
https://x.com/akaihaato/status/1917430166281990401	見えてないかドキドキした。　ちょっぴり露出狂な気持ちになった。	I got nervous wondering if I was being watched... Felt a little like an exhibitionist.	温泉グランピング シマブルー	Shima Blue Onsen Glamping	36.692247936473144, 138.77409984559074	hotel	hotel
https://x.com/akaihaato/status/1917429311604416772	四万温泉のカツ丼が美味しすぎた。　重くならずにペロリと食べれた‼️	[Trip] My first solo trip! Gunma Empire!!! ♨	あすなろ（四万）	Restaurant Asunaro, Siman Onsen	36.68583642882305, 138.77415631957558	restaurant	restaurant
https://x.com/akaihaato/status/1916100174415598075	余韻がすごい。　また旅に出よう。	The lingering feeling was strong. I want to travel again.	四万グランドホテル	Shima Onsen	36.68559948072546, 138.7748665461008	hotel	hotel
https://x.com/akaihaato/status/1916078553055256815	迷い込んだ。	I wandered in by accident.	四万温泉 積善館	Sekizenkan, Shima Onsen	36.68638363271653, 138.77378348773917	hotel	hotel
https://x.com/akaihaato/status/1916078287803372014	ここで、働かせてください！！！	Please let me work here!!!	四万温泉 積善館	Sekizenkan, Shima Onsen	36.68638363271653, 138.77378348773917	hotel	hotel
https://x.com/akaihaato/status/1916078150804799563	四万温泉ステキな場所でした。　ぐんまー帝国、ありがとん❤️‍🔥	Shima Onsen was such a lovely place. Thank you, Gunma Empire ❤️‍🔥	四万温泉柏屋カフェ	Kashiwaya Cafe, Shima Onsen	36.683923627532494, 138.77631802249496	cafe	cafe
https://youtu.be/x2-TaEbZUEo?t=4618	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	落合橋（四万）	Ochiai Bridge (落合橋 四万)	36.68650191110428, 138.77586040482083	attraction	attraction
https://youtu.be/x2-TaEbZUEo?t=4261	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	あすなろ（四万）	Restaurant Asunaro, Siman Onsen	36.68583642882305, 138.77415631957558	restaurant	restaurant
https://youtu.be/x2-TaEbZUEo?t=3814	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	四万温泉 積善館	Sekizenkan, Shima Onsen	36.68638363271653, 138.77378348773917	hotel	hotel
https://youtu.be/x2-TaEbZUEo?t=3520	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	おきなやの足湯	Okinaya Footbath (おきなやの足湯)	36.680723906018066, 138.78129919148958	cafe	cafe
https://youtu.be/x2-TaEbZUEo?t=3106	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	奥四万湖	Lake Okushima	36.70148877450767, 138.78418049490367	sail	sail
https://youtu.be/x2-TaEbZUEo?t=3062	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	四万川ダム	36.69667364037347, 138.78156702017802	36.67794237529809, 138.7834992337878	attraction	attraction
https://youtu.be/x2-TaEbZUEo?t=2097	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	温泉グランピング シマブルー	Shima Blue Onsen Glamping	36.692247936473144, 138.77409984559074	hotel	hotel
https://youtu.be/x2-TaEbZUEo?t=1727	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	権現沢バス停	Gongenzawa bus stop (権現沢バス停)	36.67794237529809, 138.7834992337878	scenery	others
https://youtu.be/x2-TaEbZUEo?t=1408	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	四万温泉柏屋旅館	Kashiwaya Ryokan, Shima Onsen	36.67484528975638, 138.7850288351798	hotel	hotel
https://youtu.be/x2-TaEbZUEo?t=1165	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	山口 四万温泉 バス停	Yamaguchi bus stop, Shima Onsen	36.680565596641095, 138.78194768671779	scenery	others
https://youtu.be/x2-TaEbZUEo?t=660	【旅】はじめてのひとり旅！グンマー帝国！！！♨【ホロライブ/赤井はあと】	[Trip] My first solo trip! Gunma Empire!!! ♨	四万温泉柏屋カフェ	Kashiwaya Cafe, Shima Onsen	36.683923627532494, 138.77631802249496	cafe	cafe
https://x.com/akaihaato/status/1915784558987120998	最高に気持ちよかった………。	It felt absolutely amazing...	奥四万湖	Lake Okushima	36.70148877450767, 138.78418049490367	sail	sail
https://x.com/akaihaato/status/1915756928803967177	カヌーしてきた🛶	I went canoeing! 🛶	奥四万湖	Lake Okushima	36.70148877450767, 138.78418049490367	sail	sail
https://www.youtube.com/shorts/w5Mam2lajaM	鳥取砂丘で女ひとり旅たのしすぎた！！！	My solo trip to the Tottori Sand Dunes was way too much fun!!!	鳥取砂丘	Tottori Sand Dunes	35.543812789788255, 134.23649367163537	attraction	attraction
https://www.youtube.com/shorts/mofHSeTdCkI	また行きたい！浪漫溢れる温泉宿。	I want to go again! A romantic hot spring inn overflowing with charm.	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://www.youtube.com/shorts/LEm9SHE2Wwk	のんびり一人旅、最強に整った！	A slow-paced solo journey that left me feeling totally refreshed!	鳥取砂丘	Tottori Sand Dunes	35.543812789788255, 134.23649367163537	attraction	attraction
https://x.com/akaihaato/status/1912896891412758611	鳥取砂丘で撮った星空🐪🌌	Captured the starry sky at the Tottori Sand Dunes 🐪🌌	鳥取砂丘	Tottori Sand Dunes	35.543812789788255, 134.23649367163537	attraction	attraction
https://x.com/akaihaato/status/1912333774559539315			岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://x.com/akaihaato/status/1912333488281514389	バス停の目の前にあって、圧倒された。	It was right in front of the bus stop, completely overwhelming.	岩井温泉 バス停	Iwai Onsen bus stop	35.55523410438149, 134.36258575506142	scenery	others
https://x.com/akaihaato/status/1912331989392453807	タイムスリップしたみたいな街並みだった。	The town felt like I’d time-traveled into another era.	岩井温泉 バス停	Iwai Onsen bus stop	35.55523410438149, 134.36258575506142	scenery	others
https://x.com/akaihaato/status/1909666682886668497	ライトに文字が描かれててかっこいい	Lamp with these words written on it looked so cool.	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://x.com/akaihaato/status/1909666444532760976	真夜中の旅館徘徊。	Wandering through the ryokan in the middle of the night.	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://x.com/akaihaato/status/1908429343245951096	もりもりで幸せすぎた！🍤		---				
https://x.com/akaihaato/status/1908153897837031565	ほっと一息。　時間が溶けてく.........。	A quiet moment to breathe... time just melted away.	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://x.com/akaihaato/status/1908153326002409530	温泉から出たらお茶の間があったよ♨	After getting out of the hot spring, there was a cozy tea room waiting ♨	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://x.com/akaihaato/status/1908151412619669965	くたくたになった旅先で、旅館の置手紙に心ほっこり🍵	Exhausted from the trip, but the handwritten note at the ryokan warmed my heart 🍵	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://x.com/akaihaato/status/1907012433371402244	最高の鳥取旅でした。　素敵な思い出をありがとん❤️‍🔥	It was the perfect Tottori trip. Thank you for the beautiful memories ❤️‍🔥	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://youtu.be/ij-H5yEpAf0?t=3614	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	かまや旅館	Kamaya Inn (Tottori)	35.586106101598055, 134.3268051478575	hotel	hotel
https://youtu.be/ij-H5yEpAf0?t=3538	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	タカハマカフェ	Takahama Cafe	35.54338084812138, 134.2373095728935	cafe	cafe
https://youtu.be/ij-H5yEpAf0?t=3451	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	らくだや（鳥取)	Rakudaya (Tottori)	35.542915392967124, 134.23698267011008	shop	shop
https://youtu.be/ij-H5yEpAf0?t=3431	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	プリン専門店 Totto PURIN.	Totto Purin	35.541866125235515, 134.2368445736446	shop	shop
https://youtu.be/ij-H5yEpAf0?t=3143	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	砂丘観光リフト	Tottori Sand Dunes Sightseeing Lift	35.54271738730857, 134.23625166366122	attraction	attraction
https://youtu.be/ij-H5yEpAf0?t=2855	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	海鮮丼 鯛喜	Kaisendon Taiki (Tottori)	35.54217108531404, 134.236739780912	restaurant	restaurant
https://youtu.be/ij-H5yEpAf0?t=2749	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	かまや旅館	Kamaya Inn (Tottori)	35.586106101598055, 134.3268051478575	hotel	hotel
https://youtu.be/ij-H5yEpAf0?t=2695	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	岩井温泉 バス停	Iwai Onsen bus stop	35.55523410438149, 134.36258575506142	scenery	others
https://youtu.be/ij-H5yEpAf0?t=924	【旅】はじめてのひとり旅！エジプト（鳥取砂丘）大冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Egypt (Tottori Sand Dunes)!!! 🌟	岩井屋	Iwaiya, Iwai Onsen	35.55537320022238, 134.36298038905812	hotel	hotel
https://x.com/akaihaato/status/1906779362890076273	エジプトなう✌️	In Egypt now ✌️	らくだや（鳥取)	Rakudaya (Tottori)	35.542915392967124, 134.23698267011008	shop	shop
https://x.com/akaihaato/status/1906851043809644723	エジプトの湖美しすぎる。	The lakes in Egypt are unbelievably beautiful.	鳥取砂丘	Tottori Sand Dunes	35.543812789788255, 134.23649367163537	attraction	attraction
https://x.com/akaihaato/status/1906917683410653211	#エイプリールフール 　日本のエジプトこと鳥取砂丘だよ👍	#AprilFools It's actually Japan's Egypt: the Tottori Sand Dunes 👍	らくだや（鳥取)	Rakudaya (Tottori)	35.542915392967124, 134.23698267011008	shop	shop
https://x.com/akaihaato/status/1906853090319560934	HAACHAMA IN EGYPT🤟	HAACHAMA IN EGYPT🤟	鳥取砂丘	Tottori Sand Dunes	35.543812789788255, 134.23649367163537	attraction	attraction
https://x.com/akaihaato/status/1906851706564133230	うおおおおおおお❗️✨	Woooooow❗️✨	鳥取砂丘	Tottori Sand Dunes	35.543812789788255, 134.23649367163537	attraction	attraction
https://x.com/akaihaato/status/1906779243675349456	ついに辿り着いた・・・	I've finally arrived...	鳥取砂丘	Tottori Sand Dunes	35.543812789788255, 134.23649367163537	attraction	attraction
https://x.com/akaihaato/status/1904508811186188776	この花びら肉に見える		---				
https://x.com/akaihaato/status/1904508461855183329	変なポーズしてくれた　ぐにょん		---				
https://x.com/akaihaato/status/1904508166622294422	白い鳥みつけた！		---				
https://x.com/akaihaato/status/1903447816594211062	旅館の温泉は和む♨️	The ryokan's hot spring was so soothing ♨️	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1903446978102460919	👈姉の寝起きのはあちゃま👉	👈My sister's wake-up, and me👉	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1903100066455318573	すうはあで遊園地いってきた🎡🫶	Suuhaa went to the amusement park🎡🫶	よみうりランド	Yomiuriland	35.62412970226288, 139.5174014676337	attraction	attraction
https://x.com/akaihaato/status/1902911028284797053	夜になったら動き出しそう。	Felt like everything might come alive once night fell.	熊野町交差点レトロ空間	Kumanocho intersection retro space	35.74159802700777, 139.70660751136495	attraction	attraction
https://x.com/akaihaato/status/1902910836420845960	信号待ちなう🚥	Now waiting at a traffic light 🚥	熊野町交差点レトロ空間	Kumanocho intersection retro space	35.74159802700777, 139.70660751136495	attraction	attraction
https://x.com/akaihaato/status/1900407390509686847	旅館の🍚って健康的だしほっこりしてすき！！！たまに見るいろり鍋がたのしい👍　今年はもっと日本の旅館巡りたい～～～～～～～！	I love the meals at ryokans! They're healthy and comforting!!! It's always fun when there's an irori-style hot pot too 👍 This year, I want to visit even more ryokans across Japan~~~!	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1900406702207533468	JAPANESE GOHAN🍚🐠	JAPANESE GOHAN🍚🐠	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://www.youtube.com/shorts/RItyPQluytQ	人生初のSLに乗ってきた！！！🚋	I rode a steam locomotive for the first time in my life!!! 🚋	釧路駅	Kushiro Station	42.99033844073792, 144.38227922621297	station	station
https://www.youtube.com/shorts/s4P4Y5wV0Q4	氷の上をおさんぽしてきた！！！	I went for a walk on the ice!!!	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://www.youtube.com/shorts/yOJezFGKWE8	日の出が美しすぎた・・・！	The sunrise was unbelievably beautiful...!	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1893503707360436358	今日は富士山の日　いつかテッペン登るぞ・・・❗️		--				
https://www.youtube.com/shorts/AJI3RgD_uNI	はじめての北海道旅行いってきた！！！	Went on my first trip to Hokkaido!!!	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1892937354056208547	ルイ姉みつけた✌️		---				
https://x.com/akaihaato/status/1891123777582268546	カラスだいすき♡ᵎᵎᵎ		---				
https://x.com/akaihaato/status/1891037517152932332	湖が光々しく撮れた！📸	Captured the lake glowing brilliantly! 📸	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1890516747750433004	めっちゃ太陽	The sun is intense!	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1890516540509786323	北海道の日の出	Sunrise in Hokkaido	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1890515958239793185	もうすぐ🌅	Almost there 🌅	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1889526375125754166	ただいま帰還！	Just got back!	釧路駅	Kushiro Station	42.99033844073792, 144.38227922621297	station	station
https://x.com/akaihaato/status/1889194804476817689	歩いてたら馬がいた。やあ	I was walking and saw a horse. Hello there.	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1888914893476450812	NOW!!!⬇	NOW!!!⬇	別海町	Betsukai-chou	43.56847631660992, 145.22153851064186	scenery	others
https://x.com/akaihaato/status/1887380599578730687	はあちゃ抹茶🍵		chain coffee shop chawan				
https://x.com/akaihaato/status/1887380196858470642	はじめてのティラミス食べた❗️		chain coffee shop chawan				
https://x.com/akaihaato/status/1885165353418056150	チキンワッフルはうまい❗️（本気）		---				
https://x.com/akaihaato/status/1885164671646523599	贅沢メロンソーダだああああ🤩		---				
https://x.com/akaihaato/status/1882020309664256459	温泉いってきたよ〜いぇい🐒		静岡 				
https://x.com/akaihaato/status/1882019923305906225	ザ・和を感じるカーテン！		静岡 				
https://x.com/akaihaato/status/1882019585387589835	この景色なんか好き		静岡 				
https://x.com/akaihaato/status/1869527857816592453	駅の隅っこで黙々とつくってた蜘蛛の巣		---				
https://x.com/akaihaato/status/1868821473919746547	おしゃれな屋根の電話ボックス発見！！	Found a phone booth with a super stylish roof!!	34.751840409637126, 135.20797346237964	34.751840409637126, 135.20797346237964	34.751840409637126, 135.20797346237964	scenery	others
https://x.com/akaihaato/status/1867592262760509499	閉園間際の遊園地	An amusement park right before closing time.	よみうりランド	Yomiuriland	35.62412970226288, 139.5174014676337	attraction	attraction
https://x.com/akaihaato/status/1867544131469484096	大好きなアトラクション！！		---				
https://x.com/akaihaato/status/1867427528895606843	見たことない電話ボックスみつけた！	Discovered a phone booth I’d never seen before!	34.69320438459395, 135.19128402258147	34.69320438459395, 135.19128402258147	34.69320438459395, 135.19128402258147	scenery	others
https://x.com/akaihaato/status/1866648960112402934	てくてく散歩道	Strolling down a quiet path.	井の頭恩賜公園西園	West Garden, Inokashira Park (井の頭恩賜公園西園)	35.699036747001074, 139.5703590711748	attraction	attraction
https://x.com/akaihaato/status/1866648318774030424	ラピュタは本当にあったんだ！！！	Laputa really does exist!!!	三鷹の森ジブリ美術館	Ghibli Museum, Mitaka	35.69627380579179, 139.5704252933887	attraction	attraction
https://x.com/akaihaato/status/1865684744601747867	親子3匹パシャリ📸		??				
https://x.com/akaihaato/status/1865684482776535359	あったかい景色にほっこり🍁		??				
https://x.com/akaihaato/status/1864802464253575345	この自販機かわいくて上品で好き		??				
https://x.com/akaihaato/status/1864798634006712678	ひつじの橋渡ASMR		??				
https://x.com/akaihaato/status/1863533649418940817	脱出ゲームみたいな三択ドア		?				
https://x.com/akaihaato/status/1863533483051864515	猛烈にダッシュする非常口の人		?				
https://x.com/akaihaato/status/1863532922852311066	下にトイレがあるらしい		?				
https://x.com/akaihaato/status/1863531868307718290	SAKUSAKU FISH&CHIPS!!!		?				
https://x.com/akaihaato/status/1862880447468105755	12月になったので何気ない風景載せる	Now that it's December, I’m sharing some everyday scenery.	千光寺踏切下	Senkoji Fumikiri Shita	34.408916080272526, 133.20108029403914	scenery	others
https://x.com/akaihaato/status/1861191247190442138	ソロボートパート2	Solo Boat Part 2	井の頭公園 ボート場	Inokashira Boat house	35.69950256848502, 139.57713765175905	sail	sail
https://x.com/akaihaato/status/1861190768167395400	ソロボートをキメて渋滞してる様子	A scene of solo boats causing a traffic jam	井の頭公園 ボート場	Inokashira Boat house	35.69950256848502, 139.57713765175905	sail	sail
https://x.com/akaihaato/status/1861189247371485572	ラオラちゃんとデートした時の📷💭 ̖́-	From the time I went on a date with Raora-chan 📷💭 ̖́- 	井の頭公園 ボート場	Inokashira Boat house	35.69950256848502, 139.57713765175905	sail	sail
https://x.com/akaihaato/status/1861189024767172723	ぽかぽかボート日和	It was the perfect warm day for boating	井の頭公園 ボート場	Inokashira Boat house	35.69950256848502, 139.57713765175905	sail	sail
https://x.com/akaihaato/status/1860887708765466840	この景色なんか好き	I really like this kind of view	井の頭恩賜公園	Inokashira Park	35.69978841112956, 139.57370129638383	attraction	attraction
https://x.com/akaihaato/status/1860471243100815780	蜘蛛くん、一体どうやったのそれ・・・		--				
https://x.com/akaihaato/status/1860469532005192000	もくもく煙		?				
https://x.com/akaihaato/status/1860085105743761847	ぬくぬく日陰ごっこ		--				
https://x.com/akaihaato/status/1860001073639145698	ひょっこり富士山	Spotted Mt. Fuji peeking out.	東京スカイツリー	Tokyo Skytree	35.71007572622143, 139.81070098024628	attraction	attraction
https://x.com/akaihaato/status/1859168138086293732	ここは東京🗼	This is Tokyo 🗼	東京タワー	Tokyo Tower	35.6585934355728, 139.74543103790285	attraction	attraction
https://x.com/akaihaato/status/1857873752685686899	熊出没注意		馬返し？？				
https://x.com/akaihaato/status/1857450722880819415	富士ジャングル		--				
https://x.com/akaihaato/status/1856728889114189861	山の池にいた鯉	A koi in a mountain pond.	石切り場（鋸山）	Ishikiriba, Nokogiri-yama	35.15995001710424, 139.83431439929112	attraction	attraction
https://x.com/akaihaato/status/1855336613020422220	地下鉄の裏道		--				
https://x.com/akaihaato/status/1855335679737438403	4時44分になったので階段の写真　はなかったので真夜中の道	It was 4:44 AM, and here a photo of the stairs... but instead this is a midnight road.	35.460509139819, 138.78222347316614	35.460509139819, 138.78222347316614	35.460509139819, 138.78222347316614	scenery	others
https://x.com/akaihaato/status/1854077065655631971	哀愁漂う電子レンジ		--				
https://x.com/akaihaato/status/1853815800819585500	大散歩してきた！✌️		--				
https://x.com/akaihaato/status/1853815584292852090	大散歩してきた！✌️		--				
https://x.com/akaihaato/status/1853717212361884087	これは流石に若干遭難		--				
https://x.com/akaihaato/status/1853098504039842055	柵を舐め回すことに楽しみを見出したヤギ		--				
https://x.com/akaihaato/status/1853097374010552547	陽気にスライディングする人	A cheerful person sliding around.	井の頭恩賜公園	Inokashira Park	35.69978841112956, 139.57370129638383	attraction	attraction
https://x.com/akaihaato/status/1852002162576089118	このお化け屋敷　火災報知器から作り込みが凄い		--				
https://x.com/akaihaato/status/1851998427342872715	HI HELLOWEEN😃🤝	HI HELLOWEEN😃🤝	--				
https://x.com/akaihaato/status/1851571752092020807	展望台からの景色が最高でした！	The view from the observation deck was absolutely stunning!	六甲山天覧台	Rokkosan Observation Deck	34.75194237153049, 135.23724345775952	attraction	attraction
https://x.com/akaihaato/status/1851569100319039713	じーんとくる夕日	A sunset that really hit me in the heart.	六甲山上バス停	Rokko Sanjo Bus Stop	34.75219794462991, 135.23665672805777	scenery	others
https://x.com/akaihaato/status/1851103096040276364	おやつをあげた時は物凄い吸引力であっという間に食べきり、そっけない態度になりました。　やけにツンデレだなと思い、何度もおやつをあげるうちに気づいたら虜になっていました。	When I gave it a snack, it devoured it with incredible suction power and then acted totally indifferent. I thought, 'Wow, such a tsundere,"" and before I knew it, I was completely hooked after giving it snacks over and over.	神戶市立六甲山牧場	Rokkosan Bokujo	34.75159702062092, 135.20900189549533	attraction	attraction
https://x.com/akaihaato/status/1851098920606404739	自分を馬だと思い込んでる紛れもない牛　その名も「ランボルギーニ」	A cow that genuinely believes it's a horse. Its name is “Lamborghini”.	神戶市立六甲山牧場	Rokkosan Bokujo	34.75159702062092, 135.20900189549533	attraction	attraction
